"filename","xmin","ymin","xmax","ymax","class"
"pos_1012.jpg",56.302975800077796,65.25423567173846,162.6589177018505,152.96611139329815,"Helmet"
"pos_1012.jpg",367.3199152542373,15.677965293496342,498.2521574375993,123.3050944441456,"Helmet"
"pos_1.jpg",10.053313433113745,29.922038288439733,443.8583981788765,651.3796727239749,"Vest"
"pos_1009.jpg",9.400358064663097,16.631639965509965,57.27053752535497,45.83842272138865,"Helmet"
"pos_1009.jpg",91.34762282303817,153.7412491275766,103.11233489556922,161.44858447575976,"Helmet"
"pos_1009.jpg",131.50988534304483,131.8361581920904,148.5484434673317,143.19434718762415,"Helmet"
"pos_1009.jpg",342.05755887602214,70.17740577223611,356.2563418374826,80.72429223787987,"Helmet"
"pos_1009.jpg",449.1569874978211,81.53559476776985,460.1103219734486,88.43163532321736,"Helmet"
"pos_1009.jpg",422.38211486692603,130.61921213440976,448.34557895002695,144.81695224740412,"Helmet"
"pos_1009.jpg",247.1285466006513,204.0418048147428,262.5443804820217,219.4564909854178,"Helmet"
"pos_1009.jpg",257.2705344302659,135.48701183944098,271.29817444219066,142.38306013204283,"Helmet"
"pos_1009.jpg",164.7756239947151,145.6282547772941,174.9176118243297,150.49605448232532,"Helmet"
"pos_1009.jpg",176.9460093902526,148.06214689265536,191.14479235171305,156.17514124293785,"Helmet"
"pos_1010.jpg",191.0487352791479,86.44067634970456,212.235175957114,100.0000096983829,"Helmet"
"pos_1010.jpg",244.4385593220339,82.20338821411133,257.997900752698,90.2542340553413,"Helmet"
"pos_1010.jpg",269.4385657876225,89.83051170737058,293.5910952293267,104.23729783397611,"Helmet"
"pos_1010.jpg",185.54024777169957,104.2372978339761,212.65889830508476,117.79660693669723,"Helmet"
"pos_1010.jpg",0,100.00000969838288,40.201267953646386,132.6271154112735,"Helmet"
"pos_1010.jpg",88.93008151296843,95.33898305084746,105.87923405534131,105.08474252991758,"Helmet"
"pos_1010.jpg",62.65890800346763,112.71187410516255,103.7605899875447,135.59322033898306,"Helmet"
"pos_1010.jpg",296.9809386689784,81.77966586614059,312.2351694915254,92.79661663508011,"Helmet"
